입원외래구분,코드,3단질병명,순위,환자수,내원일수,청구건수,요양급여비용총액,보험자부담금
입원,R52,달리 분류되지 않은 통증,331,357,1020,394,264214,193255
입원,C49,기타 결합조직 및 연조직의 악성 신생물,331,357,9106,1184,3370479,2956054
입원,L04,급성 림프절염,333,353,1945,380,456899,342911
입원,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,333,353,1537,396,936813,705725
입원,D43,뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,335,352,6641,637,3269419,2934398
입원,G50,삼차신경의 장애,335,352,1650,390,766021,539198
입원,H04,눈물계통의 장애,337,351,599,385,426609,324056
입원,E86,용적고갈,338,350,593,366,170380,128268
입원,R92,유방의 진단영상검사상 이상소견,339,347,491,351,155531,118150
입원,O81,집게 및 진공흡착기에 의한 단일분만,340,340,1133,348,760043,745573
입원,S51,아래팔의 열린상처,341,338,1367,357,374951,282840
입원,K30,기능성 소화불량,342,336,805,352,224550,164546
입원,I26,폐색전증,343,329,3378,456,2040679,1705073
입원,I86,기타 부위의 정맥류,344,326,1258,346,994658,784823
입원,O44,전치태반,345,325,2687,425,1253056,1105796
입원,T82,"심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증",346,324,1750,606,2008022,1796424
입원,H90,전음성 및 감각신경성 청력소실,347,323,1444,362,1659952,1091959
입원,I71,대동맥동맥류 및 박리,348,322,6255,550,7677237,6966549
입원,K12,구내염 및 관련 병변,349,321,1842,367,476876,355524
입원,S27,기타 및 상세불명의 흉곽내기관의 손상,350,320,3101,404,1836514,1489953
입원,F29,상세불명의 비기질성 정신병,351,319,16935,1181,1714503,1345078
입원,K04,치수 및 근단주위조직의 질환,352,315,933,343,302147,223226
입원,K72,달리 분류되지 않은 간부전,353,314,5389,508,3496248,2888469
입원,Z35,고위험임신의 관리,354,313,1813,325,734296,653227
입원,S36,복강내기관의 손상,355,310,4548,435,3326068,2715736
입원,Q21,심장중격의 선천기형,356,309,1979,388,4010689,3717229
입원,H02,눈꺼풀의 기타 장애,356,309,525,332,326435,252164
입원,H65,비화농성 중이염,358,308,1338,351,687071,525122
입원,E16,췌장내분비의 기타 장애,358,308,1114,381,251684,195611
입원,K37,상세불명의 충수염,360,307,1222,315,832165,600704
입원,F33,재발성 우울장애,361,306,10650,804,1325792,979857
입원,T88,달리 분류되지 않은 외과적 및 내과적 치료의 기타 합병증,362,305,824,335,242857,190847
입원,H71,중이의 진주종,362,305,1616,350,1046415,796840
입원,Z98,기타 수술후 상태,362,305,2469,343,407263,304356
입원,D69,자반 및 기타 출혈성 병태,365,304,2091,481,1077461,868291
입원,G57,다리의 단일신경병증,366,300,2943,375,553442,420593
입원,G55,달리 분류된 질환에서의 신경근 및 신경총 압박,367,299,3031,345,571495,420916
입원,S90,발목 및 발의 표재성 손상,368,297,1182,309,177727,132379
입원,M66,윤활막 및 힘줄의 자연파열,369,296,2546,375,629903,469416
입원,M05,혈청검사양성 류마티스관절염,370,293,2877,575,936690,798862
입원,I62,기타 비외상성 두개내출혈,370,293,14026,815,3584607,3005685
입원,H36,달리 분류된 질환에서의 망막장애,372,292,737,354,965312,764931
입원,K73,달리 분류되지 않은 만성 간염,373,290,1647,341,256671,190267
입원,M96,달리 분류되지 않은 처치후 근골격장애,374,286,2672,357,812166,610522
입원,I95,저혈압,375,285,1690,344,335716,243399
입원,H53,시각장애,376,284,790,298,368254,236719
입원,T18,소화관속의 이물,376,284,997,315,492739,369637
입원,I88,비특이성 림프절염,378,279,1374,305,428363,316821
입원,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,379,278,13892,563,2880149,2249259
입원,E10,1형 당뇨병,380,276,3438,386,976485,777931
입원,M35,결합조직의 기타 전신침범,381,274,4197,523,1186429,1009572
입원,M45,강직척추염,381,274,3286,679,1059502,911240
입원,I80,정맥염 및 혈전정맥염,383,273,2163,376,1339254,1048188
입원,R73,혈당치상승,384,272,337,285,62692,48335
입원,S70,엉덩이 및 대퇴의 표재성 손상,384,272,1527,283,255192,191216
입원,R05,기침,386,271,425,323,109729,81616
입원,J05,급성 폐색성 후두염[크룹] 및 후두개염,387,268,1257,316,392552,294324
입원,M46,기타 염증성 척추병증,388,266,5270,413,1373171,1028592
입원,R19,소화계통 및 복부의 기타 증상 및 징후,388,266,819,284,393523,281079
입원,L60,손발톱장애,390,263,1056,297,183646,137195
입원,J09,확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자,391,262,1069,287,202911,165407
입원,G03,기타 및 상세불명의 원인에 의한 수막염,392,260,2528,334,931267,676755
입원,Z42,성형수술을 포함한 추적치료를 위하여 보건서비스와 접하고 있는 사람,393,259,2140,292,1547781,1017639
입원,T00,여러 신체부위를 침범한 표재성 손상,394,255,1001,265,222045,155665
입원,T60,유해생물방제제(농약)의 독성효과,395,251,1280,288,759477,591126
입원,K43,복벽탈장,396,247,1412,283,671042,500923
입원,I64,출혈 또는 경색증으로 명시되지 않은 뇌졸중,397,246,1146,282,422396,300813
입원,S14,목부위의 신경 및 척수의 손상,397,246,13752,775,3300496,2606617
입원,Q28,순환계통의 기타 선천기형,399,245,2070,347,1621795,1403257
입원,T22,손목 및 손을 제외한 어깨와 팔의 화상 및 부식,400,243,1752,273,547138,416544
입원,C44,기타 피부의 악성 신생물,401,242,2456,377,1013372,897874
입원,T63,독액성 동물과의 접촉의 독성효과,402,241,886,259,217440,167505
입원,D28,기타 및 상세불명의 여성생식기관의 양성 신생물,403,238,724,247,382390,284264
입원,R09,순환계통 및 호흡계통의 기타 증상 및 징후,404,237,1131,276,439943,347652
입원,S40,어깨 및 위팔의 표재성 손상,404,237,1035,244,174336,127652
입원,S69,손목 및 손의 기타 및 상세불명의 손상,406,236,1450,255,387811,283230
입원,J31,"만성 비염, 비인두염 및 인두염",407,235,456,243,186600,144663
입원,R57,달리 분류되지 않은 쇼크,408,234,3549,339,3506010,2934422
입원,E03,기타 갑상선기능저하증,409,230,803,328,149296,111661
입원,Q18,얼굴 및 목의 기타 선천기형,409,230,774,258,267073,197711
입원,Z20,전염성 질환에 접촉 및 노출,409,230,627,263,108690,89750
입원,C82,소포성 림프종,412,229,3566,832,2295040,2097621
입원,N76,질 및 외음부의 기타 염증,412,229,611,243,182718,141462
입원,F19,여러 약물 사용 및 기타 정신활성물질의 사용에 의한 정신 및 행동 장애,414,226,1384,300,267796,201573
입원,I11,고혈압성 심장병,415,225,1151,253,419039,318443
입원,R40,"기면, 혼미 및 혼수",415,225,11062,617,1198185,916758
입원,I98,달리 분류된 질환에서의 순환계통의 기타 장애,415,225,1894,334,950508,744883
입원,C85,기타 및 상세불명 유형의 비호지킨림프종,415,225,5752,648,3076137,2789153
입원,D30,비뇨기관의 양성 신생물,415,225,1090,249,597615,440370
입원,D44,내분비선의 행동양식 불명 또는 미상의 신생물,420,223,1641,278,1085660,911650
입원,O30,다태임신,421,222,1871,262,838920,740635
입원,K36,기타 충수염,422,221,941,233,673119,484600
입원,R80,고립된 단백뇨,422,221,645,229,307039,239480
입원,G25,기타 추체외로 및 운동 장애,422,221,1241,276,342735,255254
입원,L23,알레르기성 접촉피부염,425,220,706,246,101813,77632
입원,N31,달리 분류되지 않은 방광의 신경근육기능장애,425,220,578,300,201512,147505
입원,N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,427,219,1668,246,390352,294099
입원,L30,기타 피부염,428,216,800,267,71778,54689
입원,N61,유방의 염증성 장애,429,215,1078,253,294026,221540
입원,C37,흉선의 악성 신생물,430,214,5127,728,1870056,1642009
입원,S31,"복부, 아래등 및 골반의 열린상처",431,213,1050,241,467921,349662
입원,O68,태아스트레스[절박]가 합병된 진통 및 분만,432,212,1326,216,599217,534227
입원,N72,자궁경부의 염증성 질환,433,208,398,216,136158,102326
입원,F06,"뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애",433,208,17359,808,1580444,1214799
입원,D01,기타 및 상세불명의 소화기관의 제자리암종,435,207,1190,243,646047,570826
입원,G53,달리 분류된 질환에서의 뇌신경장애,435,207,1771,236,296293,221253
입원,A63,달리 분류되지 않은 기타 주로 성행위로 전파되는 질환,435,207,459,228,136805,104450
입원,R25,이상불수의운동,435,207,608,224,211043,146387
입원,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",439,206,3463,308,1518355,1172512
입원,O14,전자간,439,206,1617,259,783934,700202
입원,R45,정서상태에 관련된 증상 및 징후,441,205,347,248,111621,84173
입원,F13,진정제 또는 수면제 사용에 의한 정신 및 행동 장애,442,204,447,212,139453,106504
입원,G62,기타 다발신경병증,443,202,2028,280,481906,359970
입원,D07,기타 및 상세불명의 생식기관의 제자리암종,444,197,1557,260,716701,591932
입원,M06,기타 류마티스관절염,444,197,2031,339,679836,539282
입원,Z53,수행되지 않은 특정 처치를 위해 보건서비스에 접하고 있는 사람,446,195,482,206,152123,119267
입원,N45,고환염 및 부고환염,447,194,1343,225,363784,277125
입원,Z34,정상임신의 관리,447,194,1108,215,193336,165878
입원,R59,림프절비대,447,194,801,210,421130,310926
입원,T21,몸통의 화상 및 부식,450,193,2087,239,846774,704775
입원,C24,담도의 기타 및 상세불명 부분의 악성 신생물,450,193,7016,932,2822111,2539019
입원,R47,달리 분류되지 않은 언어장애,452,192,575,209,261240,178315
입원,I99,순환계통의 기타 및 상세불명의 장애,452,192,860,212,170400,125943
입원,M60,근염,452,192,1752,231,484269,372157
입원,S12,목의 골절,452,192,3879,338,1383879,1084814
입원,H11,결막의 기타 장애,456,191,313,212,85435,67426
입원,G41,뇌전증지속상태,457,190,8173,542,2236358,1928833
입원,C02,혀의 기타 및 상세불명 부분의 악성 신생물,457,190,5798,738,2505337,2208741
입원,A75,발진티푸스,459,189,1311,198,334095,248944
입원,C90,다발골수종 및 악성 형질세포신생물,459,189,6350,794,4528613,4199794
입원,O36,기타 알려진 또는 의심되는 태아문제에 대한 산모관리,461,188,860,202,395854,352817
입원,T65,기타 및 상세불명 물질의 독성효과,462,187,352,203,148685,116183
입원,J69,고체 및 액체에 의한 폐렴,463,186,3937,325,1722734,1419200
입원,N02,재발성 및 지속성 혈뇨,463,186,945,217,461464,371271
입원,I87,정맥의 기타 장애,465,185,548,192,226232,174097
입원,T17,기도의 이물,466,184,278,191,93637,69377
입원,J04,급성 후두염 및 기관염,467,181,663,198,163312,125961
입원,G37,중추신경계통의 기타 탈수초질환,467,181,3544,374,1051574,785112
입원,S09,머리의 기타 및 상세불명의 손상,469,180,623,184,188365,139773
입원,J96,달리 분류되지 않은 호흡부전,470,178,4866,366,2478491,2048477
입원,Z08,악성 신생물에 대한 치료후 추적검사,471,177,641,204,284848,248359
입원,G83,기타 마비증후군,471,177,5263,334,1080389,809138
입원,J44,기타 만성 폐쇄성 폐질환,473,174,1905,237,588087,471587
입원,J84,기타 간질성 폐질환,473,174,2172,261,1887552,1602791
입원,B00,헤르페스바이러스[단순헤르페스] 감염,475,172,925,189,261125,194488
입원,G20,파킨슨병,476,171,6621,489,1285498,1079162
입원,N97,여성불임,476,171,604,249,214556,151650
입원,M89,뼈의 기타 장애,478,170,2913,319,767394,641655
입원,G61,염증성 다발신경병증,478,170,7002,585,1813485,1549989
입원,I85,식도정맥류,478,170,1742,235,918269,726678
입원,B35,백선증,481,169,936,212,25456,19409
입원,C91,림프성 백혈병,482,168,11267,724,10288494,9408507
입원,I89,림프관 및 림프절의 기타 비감염성 장애,482,168,1057,217,546363,430799
입원,H16,각막염,484,167,471,182,108511,82974
입원,N04,신증후군,485,166,1317,207,505727,391554
입원,D47,"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",485,166,1846,289,1231251,1070375
입원,H49,마비성 사시,487,165,698,176,337943,229756
입원,S50,아래팔의 표재성 손상,487,165,669,168,129739,95161
입원,N46,남성불임,489,162,377,196,202357,153190
입원,C17,소장의 악성 신생물,490,161,4016,471,1731362,1530741
입원,E07,갑상선의 기타 장애,491,157,364,164,124961,86968
입원,D46,골수형성이상증후군,492,153,4834,506,3857407,3473761
입원,G90,자율신경계통의 장애,492,153,348,165,132858,93107
입원,J85,폐 및 종격의 농양,492,153,2025,203,797390,620675
입원,F45,신체형장애,492,153,815,193,204957,156201
입원,L75,아포크린땀샘장애,492,153,371,157,97438,73593
입원,E13,기타 명시된 당뇨병,497,152,1564,191,399577,308164
입원,J47,기관지확장증,497,152,938,199,432701,331070
입원,J46,천식지속상태,499,151,1403,210,361018,276902
입원,J86,농흉,500,150,3136,241,1875712,1449002
입원,M51,기타 추간판장애,1,66272,478713,82622,93220859,69103104
입원,H25,노년백내장,2,62666,109523,107312,103988298,83281185
입원,M75,어깨병변,3,48785,380981,61041,105756416,78541670
입원,K64,치핵 및 항문주위정맥혈전증,4,34817,95906,35594,43362062,33030602
입원,M50,경추간판장애,5,25884,163418,30900,34380669,25484452
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,6,25780,109962,28369,26211177,19708145
입원,M48,기타 척추병증,7,25693,200358,31087,43157361,32153820
입원,M23,무릎의 내부장애,8,21595,201626,26638,48146013,35127507
입원,M17,무릎관절증,9,21069,295343,30694,67784724,50452235
입원,H26,기타 백내장,10,20481,32839,31520,32724026,26219827
입원,R42,어지럼증 및 어지럼,11,20106,37289,21372,12669605,8553755
입원,I20,협심증,12,18939,65192,22094,79836167,71570694
입원,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",13,18347,108068,21933,12482844,9321524
입원,H81,전정기능의 장애,14,17848,60180,19396,18311362,12599648
입원,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,15,17178,98347,20271,3904760,3160968
입원,N20,신장 및 요관의 결석,16,16195,44541,19692,28766041,21937258
입원,M54,등통증,17,16093,67666,19490,9007196,6719671
입원,S82,발목을 포함한 아래다리의 골절,18,15996,243005,22043,57842741,43249185
입원,I83,하지의 정맥류,19,15975,26519,16770,10174928,7929075
입원,K63,장의 기타 질환,20,15110,40342,15668,18494695,14340254
입원,C50,유방의 악성 신생물,21,15088,576191,72689,136455823,115806422
입원,K80,담석증,22,14835,94083,18338,68924002,50866635
입원,S52,아래팔의 골절,23,13770,136492,16892,40804533,30383373
입원,M65,윤활막염 및 힘줄윤활막염,24,13334,75076,14584,16194672,12015390
입원,S92,발목을 제외한 발의 골절,25,12840,161810,16407,29554963,21820752
입원,I63,뇌경색증,26,12761,450202,30747,115689591,92029950
입원,E11,2형 당뇨병,27,12611,123236,18315,26553630,20592686
입원,R10,복부 및 골반 통증,28,12340,24042,13184,7364476,5357357
입원,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",29,12261,133336,15470,28475184,20314862
입원,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,30,12249,235593,61803,131563385,122223611
입원,S22,"늑골, 흉골 및 흉추의 골절",31,12075,154117,15232,23191466,17303253
입원,R07,목구멍 및 가슴의 통증,32,12043,19808,13047,10237830,7893704
입원,G47,수면장애,33,11628,26285,15025,10182742,8058260
입원,I67,기타 뇌혈관질환,34,11394,115657,17389,70492819,61055265
입원,K35,급성 충수염,35,10915,59877,12056,41888793,30792881
입원,D25,자궁의 평활근종,36,10745,49644,11441,36714072,27084924
입원,N39,비뇨계통의 기타 장애,37,10454,35161,11348,15924159,12498655
입원,R51,두통,38,10142,25457,10743,8759417,5615751
입원,S62,손목 및 손부위의 골절,39,8932,67368,10189,15987831,11841161
입원,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",40,8862,25962,9333,11983840,9220682
입원,C73,갑상선의 악성 신생물,41,8363,95862,13437,34800812,27887139
입원,S06,두개내손상,42,8338,160846,14026,47302427,38674189
입원,C16,위의 악성 신생물,43,8142,225669,27831,79025105,69686315
입원,J18,상세불명 병원체의 폐렴,44,7867,88222,10760,29761195,23855016
입원,C22,간 및 간내 담관의 악성 신생물,45,7520,185112,23938,100587821,91445492
입원,G56,팔의 단일신경병증,46,7418,49828,8438,12853198,9563266
입원,G44,기타 두통증후군,47,7403,23858,7759,7889456,5024088
입원,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,48,7361,39081,7739,12929797,9696840
입원,B02,대상포진,49,6973,58419,7714,9946186,7448818
입원,S32,요추 및 골반의 골절,50,6948,112892,9853,20060174,14988567
입원,N10,급성 세뇨관-간질신장염,50,6948,59578,8546,15185789,11511731
입원,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,52,6829,76804,8783,20068144,14916841
입원,I21,급성 심근경색증,53,6785,44640,8179,78463932,72611922
입원,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",54,6700,20035,7278,4364107,3320678
입원,K60,항문 및 직장부의 열창 및 누공,55,6635,17387,7147,8211010,6312506
입원,C34,기관지 및 폐의 악성 신생물,56,6563,219766,27166,77040993,68878725
입원,M43,기타 변형성 등병증,57,6416,61367,7984,18115656,13586811
입원,K29,위염 및 십이지장염,58,6316,16075,6731,4137822,3095064
입원,N18,만성 신장병,59,6275,156413,15229,56209016,49095062
입원,S42,어깨 및 위팔의 골절,60,6117,71905,7901,20793395,15389166
입원,I10,본태성(원발성) 고혈압,61,6039,27724,8480,3350371,2511051
입원,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,62,6011,28689,6439,6385804,5206214
입원,M77,기타 골부착부병증,63,5997,42163,7209,9063919,6677690
입원,J32,만성 부비동염,64,5740,18072,6178,11741318,8626966
입원,F10,알코올사용에 의한 정신 및 행동 장애,65,5703,459859,23112,42593012,32271451
입원,D24,유방의 양성 신생물,66,5588,10664,5896,2712534,2054047
입원,S66,손목 및 손 부위의 근육 및 힘줄의 손상,67,5462,35503,5865,8786494,6573135
입원,K70,알코올성 간질환,68,5339,84747,9164,30572062,24422115
입원,M47,척추증,69,5316,49473,6565,9180345,6890886
입원,K21,위-식도역류병,70,5285,20310,5684,5276479,3887215
입원,K61,항문 및 직장부의 농양,71,5205,11413,5533,5459652,4262514
입원,C18,결장의 악성 신생물,72,5005,163679,24500,61829801,55078812
입원,S93,"발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장",73,4897,51267,5994,8175877,6007679
입원,U07,U07의 응급사용,74,4892,94549,6686,22204791,18742566
입원,L03,연조직염,75,4888,46266,5743,8687839,6580894
입원,I25,만성 허혈심장병,76,4785,17614,5387,25715240,23082500
입원,I61,뇌내출혈,77,4630,436337,21623,96575074,79726883
입원,D17,양성 지방종성 신생물,78,4523,20130,4787,6186812,4547030
입원,K92,소화계통의 기타 질환,79,4520,17853,5189,8180851,6396752
입원,R50,기타 및 원인미상의 열,80,4412,14237,5324,4141866,3122990
입원,F20,조현병,81,4381,798709,34813,70568914,57826411
입원,G81,편마비,82,4332,607435,27512,81135600,62988537
입원,K57,장의 게실병,83,4257,27572,5012,8931122,6665007
입원,D13,기타 및 부위불명의 소화계통의 양성 신생물,84,4245,20687,4783,11687606,8873123
입원,G45,일과성 뇌허혈발작 및 관련 증후군,85,4235,16080,4629,7684008,5101721
입원,J34,코 및 비동의 기타 장애,86,4187,10071,4328,4989122,3769598
입원,I48,심방세동 및 조동,87,4033,16191,4985,32471482,29803717
입원,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",88,4010,27854,4526,3401452,2534281
입원,R55,실신 및 허탈,89,3962,8096,4261,3883193,2752317
입원,M20,손가락 및 발가락의 후천변형,90,3940,54672,6153,13653675,10213558
입원,M67,윤활막 및 힘줄의 기타 장애,91,3861,18862,4095,4636545,3446778
입원,K56,탈장이 없는 마비성 장폐색증 및 장폐색,92,3760,28017,4756,9386033,7301198
입원,K40,사타구니탈장,93,3744,12228,3903,8392368,6441231
입원,K85,급성 췌장염,94,3738,36717,5098,12406302,9446578
입원,K25,위궤양,95,3736,25679,4324,9552616,7396095
입원,M25,달리 분류되지 않은 기타 관절장애,96,3685,21772,4341,4606708,3418142
입원,G51,안면신경장애,97,3670,17089,4329,7146136,5151332
입원,G43,편두통,98,3654,12421,4058,4005457,2626292
입원,M19,기타 관절증,99,3638,34651,4609,9257956,6883218
입원,K59,기타 기능성 장장애,100,3596,8954,3862,2190923,1649926
입원,S61,손목 및 손의 열린상처,101,3526,14549,3694,3506987,2650793
입원,K81,담낭염,102,3525,22928,4384,14354850,10551141
입원,S02,두개골 및 안면골의 골절,103,3519,23822,4239,8883649,6470216
입원,M79,달리 분류되지 않은 기타 연조직장애,104,3493,20621,4296,3548563,2656989
입원,C20,직장의 악성 신생물,105,3335,109488,15884,40414436,36181614
입원,M24,기타 특정 관절장애,106,3323,33206,4079,7250859,5330751
입원,E14,상세불명의 당뇨병,107,3316,35368,4877,8618460,6699157
입원,N40,전립선증식증,108,3156,8525,3571,3948618,2905131
입원,R06,호흡의 이상,109,3119,5471,3417,2107090,1637825
입원,S43,"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",110,3080,23176,3673,4469614,3305898
입원,J20,급성 기관지염,111,3067,18158,3419,2778109,2092032
입원,H66,화농성 및 상세불명의 중이염,112,3023,14394,3423,8378213,6419692
입원,N84,여성생식관의 폴립,113,3003,5123,3095,2516890,1895080
입원,T78,달리 분류되지 않은 유해작용,114,2990,4838,3190,1152328,898836
입원,K75,기타 염증성 간질환,115,2887,31432,3781,10272034,7910483
입원,K74,간의 섬유증 및 경변증,116,2881,48595,5103,20285916,16541976
입원,H35,기타 망막장애,117,2787,7310,3021,8938257,7108362
입원,S01,머리의 열린상처,118,2779,8727,2957,2289031,1666023
입원,I60,거미막하출혈,119,2774,143452,8227,61380290,54070152
입원,S72,대퇴골의 골절,120,2754,68485,5014,18666882,14226537
입원,C56,난소의 악성 신생물,121,2707,143887,20222,39546439,35080919
입원,N60,양성 유방형성이상,122,2675,5145,2810,1213124,916794
입원,M13,기타 관절염,123,2654,25460,3565,5427357,4022549
입원,D27,난소의 양성 신생물,124,2568,13140,2696,8807016,6329007
입원,M99,달리 분류되지 않은 생체역학적 병변,125,2463,18020,3349,4199264,3124275
입원,S86,아래다리 부위의 근육 및 힘줄의 손상,125,2463,28922,2990,5091812,3780838
입원,C25,췌장의 악성 신생물,127,2439,106357,16982,36964422,33042382
입원,K58,과민대장증후군,128,2414,8382,2509,2341131,1729053
입원,H33,망막박리 및 망막열공,129,2407,8958,2992,9825299,7764607
입원,J40,급성인지 만성인지 명시되지 않은 기관지염,130,2387,16174,2726,2870809,2156982
입원,A04,기타 세균성 장감염,131,2324,14747,2542,3526971,2718649
입원,E04,기타 비독성 고이터,132,2296,5900,2506,2435636,1667893
입원,D21,결합조직 및 기타 연조직의 기타 양성 신생물,133,2259,10976,2383,2960630,2188651
입원,M87,골괴사,134,2242,40595,3698,16487011,12640811
입원,N13,폐색성 및 역류성 요로병증,135,2198,11543,2794,7529033,5981541
입원,D05,유방의 제자리암종,136,2179,29276,3968,13445818,10723033
입원,N80,자궁내막증,137,2160,10557,2346,7702627,5617836
입원,N63,유방의 상세불명의 덩이,138,2147,3235,2220,730861,555180
입원,Z94,이식된 기관 및 조직의 상태,139,2109,42717,4123,42176729,37280963
입원,M21,사지의 기타 후천변형,140,2108,29024,2716,7997489,5785772
입원,R04,기도출혈,141,2080,6321,2511,3273979,2551464
입원,K52,기타 비감염성 위장염 및 결장염,142,2078,6676,2176,1650398,1233488
입원,K82,담낭의 기타 질환,143,2077,9533,2293,7124483,5237565
입원,C79,기타 및 상세불명 부위의 이차성 악성 신생물,144,2066,35271,4067,21546808,19652100
입원,R00,심장박동의 이상,145,2017,3222,2201,1224317,962336
입원,J38,달리 분류되지 않은 성대 및 후두의 질환,146,2010,5490,2145,2487920,1919344
입원,K31,위 및 십이지장의 기타 질환,147,1972,7356,2143,3305313,2580718
입원,K76,간의 기타 질환,148,1954,10525,2326,3573617,2817224
입원,I47,발작성 빈맥,149,1941,6231,2655,10202818,9375063
입원,G82,하반신마비 및 사지마비,150,1928,278650,12537,37773458,29542378
입원,H91,기타 청력소실,151,1922,11717,2152,4062861,2811373
입원,H43,유리체의 장애,152,1888,5160,2146,6407945,5107875
입원,J45,천식,153,1882,18525,2662,3670917,2791306
입원,R56,달리 분류되지 않은 경련,154,1865,6044,2175,3053051,2231404
입원,I46,심장정지,155,1861,12796,2399,11012993,9339962
입원,C78,호흡 및 소화기관의 이차성 악성 신생물,156,1841,28313,3311,15468375,13747044
입원,C54,자궁체부의 악성 신생물,157,1831,49068,6597,15298526,13265444
입원,S63,"손목 및 손부위의 관절 및 인대의 탈구, 염좌 및 긴장",158,1823,13009,2013,2735017,2029986
입원,T81,달리 분류되지 않은 처치의 합병증,159,1820,19403,2162,5970714,4742818
입원,J11,바이러스가 확인되지 않은 인플루엔자,160,1818,7291,1932,1436746,1152983
입원,C64,신우를 제외한 신장의 악성 신생물,161,1774,36284,4161,12352385,10888124
입원,A41,기타 패혈증,162,1747,36219,3421,12699637,10432805
입원,J15,달리 분류되지 않은 세균성 폐렴,163,1736,26070,2469,7238527,5748076
입원,E78,지질단백질대사장애 및 기타 지질증,164,1688,6149,2673,673227,508805
입원,S68,손목 및 손의 외상성 절단,165,1666,24160,1999,5805072,4334590
입원,N30,방광염,166,1649,6566,1814,1620051,1228583
입원,F32,우울에피소드,167,1645,55781,3595,6601938,5024551
입원,I50,심부전,168,1642,15776,2221,9594311,8156688
입원,M71,기타 윤활낭병증,169,1622,13690,1792,2985736,2229524
입원,K26,십이지장궤양,170,1621,11820,1908,5400824,4163619
입원,G40,뇌전증,171,1613,21603,2473,5430435,4180781
입원,C67,방광의 악성 신생물,172,1581,22778,4278,10165030,9014003
입원,N93,기타 이상 자궁 및 질 출혈,173,1564,2895,1684,1230491,931975
입원,L50,두드러기,174,1542,4053,1644,645138,490152
입원,C61,전립선의 악성 신생물,175,1519,21584,3103,6995147,6007039
입원,N83,"난소, 난관 및 넓은인대의 비염증성 장애",176,1518,6548,1594,5086339,3713694
입원,C53,자궁경부의 악성 신생물,177,1510,53945,7314,17564687,15725906
입원,H40,녹내장,178,1501,4037,1863,2296150,1767501
입원,N17,급성 신부전,179,1478,15727,1889,7015772,5668621
입원,S67,손목 및 손의 으깸손상,180,1473,14398,1613,3322711,2475552
입원,D35,기타 및 상세불명의 내분비선의 양성 신생물,181,1445,11433,1954,7760625,6329824
입원,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,182,1442,8284,1696,5055786,4043677
입원,N87,자궁경부의 이형성,183,1437,2920,1500,1378714,1035613
입원,N81,여성생식기탈출,184,1434,6471,1508,3408573,2548748
입원,K83,담도의 기타 질환,185,1420,12664,2048,6981901,5678743
입원,B18,만성 바이러스간염,186,1364,10048,1787,4050773,3225497
입원,M72,섬유모세포장애,187,1356,14434,1637,3980521,3011188
입원,D32,수막의 양성 신생물,188,1347,24258,2358,13669607,12441242
입원,F31,양극성 정동장애,189,1320,87376,4435,8864439,6760599
입원,J98,기타 호흡장애,190,1319,6773,1552,4083106,3041027
입원,K86,췌장의 기타 질환,191,1281,13788,2126,5107233,3824763
입원,E87,"수분, 전해질 및 산-염기균형의 기타 장애",192,1272,8736,1605,3672364,2922967
입원,R22,"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",193,1268,4355,1370,1513357,1115078
입원,K05,치은염 및 치주질환,194,1256,3033,1399,207121,159924
입원,Z52,기관 및 조직의 기증자,195,1247,12487,1611,11454086,9854431
입원,I49,기타 심장부정맥,196,1235,6767,1456,6981525,6287493
입원,S00,머리의 표재성 손상,197,1232,3762,1275,737608,517792
입원,J06,다발성 및 상세불명 부위의 급성 상기도감염,198,1221,3177,1362,476410,361620
입원,M00,화농성 관절염,199,1217,23652,1708,6351399,4790557
입원,M94,연골의 기타 장애,200,1210,8221,1403,2045898,1511045
